timestamp, aqi, co, h, no2, o3, pm10, pm25, t
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 17:38:23, 61, 61, 53, 19, 22, 58, 55, 27.15
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 17:57:08, 61, 61, 55, 19, 22, 58, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 18:38:25, 61, 61, 55, 19, 22, 58, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 18:57:10, 61, 61, 55, 19, 22, 58, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 19:38:28, 61, 61, 55, 19, 22, 58, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 19:57:13, 61, 61, 55, 19, 22, 58, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 20:38:30, 61, 61, 55, 19, 22, 58, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 20:57:15, 61, 61, 55, 19, 22, 58, 55, 26.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 21:38:34, 61, 61, 68, 19, 22, 58, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 21:57:17, 61, 61, 68, 19, 22, 58, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 22:38:36, 61, 61, 68, 19, 22, 58, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 22:57:20, 61, 61, 68, 19, 22, 58, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 23:38:38, 61, 61, 68, 19, 22, 58, 55, 23.85
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-03 23:57:22, 61, 61, 77, 19, 22, 58, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 00:38:41, 61, 61, 77, 19, 22, 58, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 00:57:25, 61, 61, 77, 19, 22, 58, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 01:38:43, 61, 61, 77, 19, 22, 58, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 01:57:27, 61, 61, 77, 19, 22, 58, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 02:38:45, 61, 61, 77, 19, 22, 58, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 02:57:30, 61, 61, 77, 19, 22, 58, 55, 22
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 03:38:48, 61, 61, 65, 19, 22, 58, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 03:57:32, 61, 61, 65, 19, 22, 58, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 04:38:50, 61, 61, 65, 19, 22, 58, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 04:57:35, 61, 61, 65, 19, 22, 58, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 05:38:53, 61, 61, 65, 19, 22, 58, 55, 26.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 05:57:37, 123, 62, 59, 18, 16, 121, 123, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 06:38:55, 128, 57, 59, 18, 17, 121, 128, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 06:57:39, 128, 57, 59, 18, 17, 121, 128, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 07:38:57, 128, 57, 59, 18, 17, 121, 128, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 07:57:42, 128, 57, 59, 18, 17, 121, 128, 31.49
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 08:39:00, 133, 63, 43, 18, 16, 123, 133, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 08:57:44, 133, 63, 43, 18, 16, 123, 133, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 09:39:02, 133, 63, 43, 18, 16, 123, 133, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 09:57:46, 133, 63, 43, 18, 16, 123, 133, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 10:39:04, 133, 64, 43, 18, 18, 123, 133, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 10:57:49, 123, 58, 43, 18, 16, 120, 123, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 11:39:07, 123, 58, 43, 18, 16, 120, 123, 32.94
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 11:57:51, 118, 59, 46, 18, 17, 118, 115, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 12:39:09, 115, 66, 46, 18, 18, 115, 105, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 12:57:53, 115, 66, 46, 18, 18, 115, 105, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 13:39:11, 115, 66, 46, 18, 18, 115, 105, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 13:57:56, 115, 66, 46, 18, 18, 115, 105, 30.73
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 14:39:14, 115, 66, 44, 18, 18, 115, 105, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 14:57:59, 115, 66, 44, 18, 18, 115, 105, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 15:39:16, 115, 66, 44, 18, 18, 115, 105, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 15:58:06, 115, 66, 44, 18, 18, 115, 105, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 16:39:19, 115, 66, 44, 18, 18, 115, 105, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 16:58:08, 115, 66, 44, 18, 18, 115, 105, 28.42
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-10-04 17:39:21, 115, 66, 50, 18, 18, 115, 105, 27.3
