timestamp, aqi, co, h, no2, o3, pm10, pm25, t
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 07:25:36, 151, 32, 42, 28, 151, 121, 39, 28.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 08:25:38, 151, 32, 42, 28, 151, 121, 39, 28.3
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 09:25:41, 137, 38, 39, 30, 84, 137, 38, 29.23
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 10:25:47, 137, 38, 39, 30, 84, 137, 38, 29.23
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 11:25:50, 137, 38, 39, 30, 84, 137, 38, 29.23
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 12:25:53, 137, 38, 38, 30, 84, 137, 38, 27.04
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 13:25:55, 137, 38, 38, 30, 84, 137, 38, 27.04
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 14:25:58, 137, 38, 74, 30, 84, 137, 38, 19.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 15:26:01, 138, 47, 74, 29, 129, 138, 36, 19.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 16:26:03, 138, 47, 74, 28, 111, 138, 36, 19.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 17:26:06, 138, 47, 74, 28, 111, 138, 36, 19.16
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 18:26:08, 137, 47, 77, 28, 97, 137, 34, 16.46
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 19:26:11, 137, 47, 77, 28, 97, 137, 34, 16.46
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 20:26:13, 137, 47, 83, 28, 97, 137, 34, 13.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 21:26:16, 137, 47, 83, 28, 97, 137, 34, 13.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 22:26:19, 137, 47, 83, 28, 97, 137, 34, 13.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-15 23:26:21, 137, 47, 83, 28, 97, 137, 34, 13.82
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 00:26:24, 137, 47, 83, 28, 97, 137, 34, 12.37
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 01:26:26, 137, 47, 83, 28, 97, 137, 34, 12.37
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 02:26:29, 137, 47, 63, 28, 97, 137, 34, 20.34
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 03:26:32, 137, 47, 63, 28, 97, 137, 34, 20.34
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 04:26:34, 137, 64, 63, 26, 31, 137, 36, 20.34
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 05:26:37, 136, 65, 63, 26, 38, 136, 35, 20.34
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 06:26:39, 137, 68, 46, 26, 46, 137, 34, 27.25
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 07:26:42, 134, 70, 46, 26, 49, 134, 34, 27.25
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 08:26:45, 134, 70, 41, 26, 49, 134, 34, 29.01
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 09:26:48, 135, 70, 39, 26, 49, 135, 33, 29.39
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 10:26:50, 135, 70, 39, 26, 49, 135, 33, 29.39
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 11:26:53, 135, 70, 39, 26, 49, 135, 33, 29.39
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 12:26:55, 135, 70, 38, 27, 49, 135, 33, 27.04
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 13:26:57, 135, 70, 38, 28, 49, 135, 33, 27.04
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 14:27:00, 135, 70, 66, 28, 49, 135, 33, 20.52
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 15:27:02, 135, 70, 66, 28, 49, 135, 33, 20.52
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 16:27:05, 135, 70, 66, 28, 49, 135, 33, 20.52
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 17:27:07, 135, 70, 66, 28, 49, 135, 33, 20.52
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 18:27:10, 135, 70, 74, 28, 49, 135, 33, 17.63
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 19:27:12, 135, 70, 74, 28, 49, 135, 33, 17.63
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 20:27:15, 135, 70, 83, 28, 49, 135, 33, 14.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 21:27:17, 135, 70, 83, 28, 49, 135, 33, 14.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 22:27:20, 135, 70, 83, 28, 49, 135, 33, 14.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-16 23:27:22, 135, 70, 83, 28, 49, 135, 33, 14.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 00:27:25, 135, 70, 84, 28, 49, 135, 33, 12.97
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 01:27:27, 135, 70, 84, 28, 49, 135, 33, 12.97
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 02:27:29, 135, 70, 84, 28, 49, 135, 33, 12.97
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 03:27:33, 135, 70, 61, 28, 49, 135, 33, 20.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 04:27:35, 135, 70, 61, 28, 49, 135, 33, 20.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 05:27:38, 135, 70, 61, 28, 49, 135, 33, 20.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 06:27:40, 135, 70, 61, 28, 49, 135, 33, 20.65
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 07:27:43, 178, 6, 43, 58, 32, 131, 178, 27.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 08:27:45, 178, 6, 43, 58, 32, 131, 178, 27.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 09:27:48, 178, 6, 42, 58, 32, 131, 178, 29.28
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 10:27:50, 178, 6, 42, 58, 32, 131, 178, 29.28
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 11:27:53, 229, 20, 42, 77, 22, 150, 229, 29.28
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 12:27:55, 229, 20, 42, 77, 22, 150, 229, 29.28
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 13:27:57, 229, 20, 42, 77, 22, 150, 229, 29.28
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 14:28:00, 235, 7, 41, 80, 24, 152, 235, 27.09
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 15:28:02, 235, 7, 66, 80, 24, 152, 235, 22.11
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 16:28:05, 235, 7, 66, 80, 24, 152, 235, 22.11
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 17:28:07, 235, 7, 66, 80, 24, 152, 235, 22.11
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 18:28:10, 235, 7, 66, 80, 24, 152, 235, 22.11
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 19:28:13, 235, 7, 74, 80, 24, 152, 235, 19.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 20:28:15, 235, 7, 74, 80, 24, 152, 235, 19.98
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 21:28:18, 235, 7, 88, 80, 24, 152, 235, 15.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 22:28:20, 235, 7, 88, 80, 24, 152, 235, 15.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-17 23:28:22, 235, 7, 88, 80, 24, 152, 235, 15.83
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 00:28:25, 235, 7, 88, 80, 24, 152, 235, 13.97
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 01:28:28, 235, 7, 88, 80, 24, 152, 235, 13.97
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 02:28:30, 235, 7, 88, 80, 24, 152, 235, 13.97
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 03:28:33, 239, 24, 67, 82, 12, 153, 239, 20.36
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 04:28:36, 239, 20, 67, 82, 12, 152, 239, 20.36
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 05:28:38, 239, 18, 45, 80, 14, 152, 239, 27.69
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 14:16:26, 143, 70, 39, 27, 112, 143, 43, 27.4
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 15:16:28, 143, 70, 65, 27, 112, 143, 43, 22.35
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 16:16:31, 143, 70, 65, 27, 112, 143, 43, 22.35
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 17:16:33, 143, 70, 65, 27, 112, 143, 43, 22.35
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 18:16:35, 143, 70, 79, 27, 112, 143, 43, 18.55
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 19:16:38, 143, 70, 79, 27, 112, 143, 43, 18.55
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 20:16:40, 143, 70, 79, 27, 112, 143, 43, 18.55
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-18 21:16:43, 143, 70, 89, 27, 112, 143, 43, 15.23
